"!наз. од.","рід","клич.","род. одн.","дав. одн.","знах. одн.","оруд. одн.","місц. одн."
"Морисович","M","Морісовичу","Морісовича","Морісовичу","Морісовича","Морісовичем","Морісовичу"
"Мортунович","M","Мортуновичу","Мортуновича","Мортуновичу","Мортуновича","Мортуновичем","Мортуновичу"
"Мортуновна","F","Мортунівно","Мортунівни","Мортунівні","Мортунівни","Мортунівною","Мортунівнуі"
"Мортунівна","F","","","","","",""
"Морісович","M","","","","","",""
"Морісівна","F","","","","","",""
"Мосаевна","F","Мосаївно","Мосаївни","Мосаївні","Мосаївни","Мосаївною","Мосаївні"
"Московна","F","Москівно","Москівни","Москівні","Москівни","Москівною","Москівні"
"Моссович","M","Моссовичу","Моссовича","Моссовичу","Моссовича","Моссовичем","Моссовичу"
"Мотлеевич","M","Мотлійовичу","Мотлійовича","Мотлійовичу","Мотлійовича","Мотлійовичем","Мотлійовичу"
"Мохамедович","M","Мохамедовичу","Мохамедовича","Мохамедовичу","Мохамедовича","Мохамедовичем","Мохамедовичу"
"Мохамедовна","F","Мохамедівно","Мохамедівни","Мохамедівні","Мохамедівни","Мохамедівною","Мохамедівні"
"Мохамедівна","F","","","","","",""
"Мохсенович","M","","","","","",""
"Мохсенівна","F","","","","","",""
"Мохтарамович","M","Мохтарамовичу","Мохтарамовича","Мохтарамовичу","Мохтарамовича","Мохтарамовичем","Мохтарамовичу"
"Мстиславович","M","Мстиславовичу","Мстиславовича","Мстиславовичу","Мстиславовича","Мстиславовичем","Мстиславовичу"
"Мстиславовна","F","Мстиславівно","Мстиславівни","Мстиславівні","Мстиславівни","Мстиславівною","Мстиславівні"
"Мстиславівна","F","","","","","",""
"Мубаракович","M","Мубараковичу","Мубараковича","Мубараковичу","Мубараковича","Мубараковичем","Мубараковичу"
