"!им. ед.","род","род. ед.","дат. ед.","вин. ед.","твор. ед.","предл. ед."
"Мурсай","M","","","","",""
"Муртаз","M","Муртаза","Муртазу","Муртаза","Муртазом","Муртазе"
"Муса","M","Мусы","Мусе","Мусы","Мусой","Мусе"
"Мусавер","M","Мусавера","Мусаверу","Мусавера","Мусавером","Мусавере"
"Мусавир","M","","","","",""
"Мусай","M","","","","",""
"Мусахан","M","","","","",""
"Мусий","M","Мусия","Мусию","Мусия","Мусием","Мусие"
"Муслай","M","","","","",""
"Муслим","M","Муслима","Муслиму","Муслима","Муслимом","Муслиме"
"Муслядин","M","Муслядина","Муслядину","Муслядина","Муслядином","Муслядине"
"Муслім","M","","","","",""
"Мусмумбек","M","Мусмумбека","Мусмумбеку","Мусмумбека","Мусмумбеком","Мусмумбеке"
"Мусрет","M","Мусрета","Мусрету","Мусрета","Мусретом","Мусрете"
"Мусретдин","M","","","","",""
"Мустафа","M","Мустафана","Мустафану","Мустафана","Мустафаном","Мустафане"
"Муталиб Кизы","M","","","","",""
"Муталиб","M","","","","",""
"Мухавиш","M","Мухавиша","Мухавишу","Мухавиша","Мухавишом","Мухавише"
"Мухамаджан","M","Мухамаджана","Мухамаджану","Мухамаджана","Мухамаджаном","Мухамаджане"
"Мухаматнур","M","","","","",""
"Мухаммед","M","Мухаммеда","Мухаммеду","Мухаммеда","Мухаммедом","Мухаммеде"
"Мухандиас","M","Мухандиаса","Мухандиасу","Мухандиаса","Мухандиасом","Мухандиасе"
"Муханид","M","Муханида","Муханиду","Муханида","Муханидом","Муханиде"
"Мухар","M","","","","",""
"Мухиддин","M","","","","",""
"Мухирдин","M","Мухирдина","Мухирдину","Мухирдина","Мухирдином","Мухирдине"
"Мухитдин","M","","","","",""
"Мухриддин","M","","","","",""
"Мухтар","M","Мухтара","Мухтару","Мухтара","Мухтарой","Мухтаре"
"Мухтас","M","","","","",""
"Мушний","M","","","","",""
"Мушрован","M","","","","",""
"Мэри","F","Мэрии","Мэрии","Мэрии","Мэрией","Мэрие"
"Мюди","M","","","","",""
"Мюдо","M","","","","",""
"Мягзум","M","","","","",""
"Наби","M","","","","",""
"Набиджан","M","","","","",""
"Навилий","M","","","","",""
"Навин","M","Навина","Навину","Навина","Навином","Навине"
"Наврузбек","M","Наврузбека","Наврузбеку","Наврузбека","Наврузбеком","Наврузбеке"
"Нагим","M","","","","",""
"Надасий","M","","","","",""
"Надежда","F","Надежды","Надежде","Надежды","Надеждой","Надежде"
"Надер","M","Надера","Надеру","Надера","Надером","Надере"
"Наджип","M","Наджипа","Наджипу","Наджипа","Наджипом","Наджипе"
"Надир","M","Надира","Надиру","Надира","Надиром","Надире"
"Надирэ","F","Надирэ","Надирэ","Надирэ","Надирэ","Надирэ"
"Надислава","F","Надиславы","Надиславе","Надиславы","Надиславой","Надиславе"
"Надмир","M","","","","",""
"Надор","M","","","","",""
"Надорик","M","Надорика","Надорику","Надорика","Надориком","Надорике"
"Нажемутдин","M","","","","",""
"Нажия","F","Нажии","Нажии","Нажии","Нажией","Нажие"
"Нажмед","M","","","","",""
"Назар","M","Назара","Назару","Назара","Назаром","Назаре"
"Назарий","M","Назария","Назарию","Назария","Назарием","Назарие"
"Назика","F","Назикы","Назике","Назикы","Назикой","Назике"
"Назиле","F","Назиле","Назиле","Назиле","Назиле","Назиле"
"Назим","M","Назима","Назиму","Назима","Назимом","Назиме"
"Назир","M","Назира","Назиру","Назира","Назиром","Назире"
"Назира","F","Назиры","Назире","Назиры","Назирой","Назире"
"Назиф","M","","","","",""
"Назифе","F","Назифе","Назифе","Назифе","Назифе","Назифе"
"Назия","F","Назии","Назии","Назии","Назией","Назии"
"Назли","F","Назли","Назли","Назли","Назлией","Назли"
"Назурло","M","Назурло","Назурло","Назурло","Назурлом","Назурло"
"Наиб-Оглы","M","","","","",""
"Наил","M","","","","",""
"Наиль","M","Наиля","Наилю","Наиля","Наилем","Наиле"
"Наиля","F","Наили","Наиле","Наили","Наилей","Наиле"
"Наимджан","M","","","","",""
"Наина","F","Наины","Наине","Наины","Наиной","Наине"
"Наир","M","","","","",""
"Наира","F","Наиры","Наире","Наиры","Наирой","Наире"
"Наири","M","Наирия","Наирию","Наирия","Наирием","Наирие"
"Найм","M","Найма","Найму","Найма","Наймом","Найме"
"Налия","F","Налии","Налии","Налии","Налией","Налии"
"Наматжон","M","Наматжона","Наматжону","Наматжона","Наматжоном","Наматжоне"
"Намик","M","Намика","Намику","Намика","Намиком","Намике"
"Нан","M","Нана","Нану","Нана","Наном","Нане"
"Нана","F","Наны","Нане","Наны","Наной","Нане"
"Нано","M","","","","",""
"Наоми","F","Наоми","Наоми","Наоми","Наоми","Наоми"
"Наполеон","M","","","","",""
"Нарвин","M","Нарвина","Нарвину","Нарвина","Нарвином","Нарвине"
"Наргиз","M","Наргиза","Наргизу","Наргиза","Наргизом","Наргизе"
"Наргиза","F","Наргизы","Наргизе","Наргиз","Наргизой","Наргизе"
"Нари","M","","","","",""
"Нариджан","M","Нариджана","Нариджану","Нариджана","Нариджаном","Нариджане"
"Нарим","M","","","","",""
"Нариман","M","Наримана","Нариману","Наримана","Нариманом","Наримане"
"Наринэ","F","Наринэ","Наринэ","Наринэ","Наринэ","Наринэ"
"Нариус","M","","","","",""
"Нарциз","M","","","","",""
"Нарцисс","M","","","","",""
"Насер","M","Насера","Насеру","Насера","Насером","Насере"
"Насиб","M","","","","",""
"Насима","F","Насимы","Насиме","Насимы","Насимой","Насиме"
